id_estudiante,carrera,semestre,nota_actual,porcentaje_asistencia,probabilidad_riesgo_ml,nivel_riesgo,semaforo,accion_recomendada,plan_acompanamiento
STD_00051,Carrera General,Nivel General,5.8,85.0,80.32,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00051,Carrera General,Nivel General,7.0,85.0,17.41,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00051,Carrera General,Nivel General,5.6,85.0,85.89,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00051,Carrera General,Nivel General,7.0,85.0,19.82,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00051,Carrera General,Nivel General,8.6,85.0,11.29,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00051,Carrera General,Nivel General,6.8,85.0,87.15,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00051,Carrera General,Nivel General,9.9,85.0,13.68,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00051,Carrera General,Nivel General,5.1,85.0,84.36,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00052,Carrera General,Nivel General,4.8,85.0,93.23,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00052,Carrera General,Nivel General,7.3,85.0,33.33,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00052,Carrera General,Nivel General,6.7,85.0,94.84,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00052,Carrera General,Nivel General,4.1,85.0,85.07,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00052,Carrera General,Nivel General,5.9,85.0,90.08,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00052,Carrera General,Nivel General,4.6,85.0,82.34,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00052,Carrera General,Nivel General,4.6,85.0,77.51,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00052,Carrera General,Nivel General,8.9,85.0,21.11,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00053,Carrera General,Nivel General,7.4,85.0,5.47,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00053,Carrera General,Nivel General,7.2,85.0,6.33,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00053,Carrera General,Nivel General,8.7,85.0,6.61,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00053,Carrera General,Nivel General,6.9,85.0,81.03,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00053,Carrera General,Nivel General,5.9,85.0,72.73,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00053,Carrera General,Nivel General,7.8,85.0,13.55,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00053,Carrera General,Nivel General,7.2,85.0,13.74,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00053,Carrera General,Nivel General,4.5,85.0,71.73,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00054,Carrera General,Nivel General,8.4,85.0,20.14,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00054,Carrera General,Nivel General,5.6,85.0,62.27,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00054,Carrera General,Nivel General,9.0,85.0,14.11,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00054,Carrera General,Nivel General,9.2,85.0,11.18,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00054,Carrera General,Nivel General,8.4,85.0,12.95,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00054,Carrera General,Nivel General,6.6,85.0,75.27,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00054,Carrera General,Nivel General,7.4,85.0,6.0,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00054,Carrera General,Nivel General,9.1,85.0,10.91,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00055,Carrera General,Nivel General,6.5,85.0,62.65,MEDIO,AMARILLO (ADVERTENCIA),Acompañamiento Tutorial Preventivo y Talleres de Estudio,1. Entrevista de seguimiento bimensual. 2. Talleres grupales de resolución de ejercicios.
STD_00055,Carrera General,Nivel General,8.5,85.0,27.1,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00055,Carrera General,Nivel General,5.0,85.0,91.82,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00055,Carrera General,Nivel General,8.9,85.0,22.71,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00055,Carrera General,Nivel General,7.8,85.0,19.17,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00055,Carrera General,Nivel General,5.9,85.0,88.7,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00055,Carrera General,Nivel General,5.5,85.0,72.2,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00055,Carrera General,Nivel General,7.6,85.0,15.26,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00056,Carrera General,Nivel General,5.2,85.0,83.83,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00056,Carrera General,Nivel General,7.1,85.0,6.06,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00056,Carrera General,Nivel General,7.7,85.0,16.48,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00056,Carrera General,Nivel General,4.0,85.0,76.61,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00056,Carrera General,Nivel General,6.2,85.0,81.51,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00056,Carrera General,Nivel General,4.5,85.0,73.02,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00056,Carrera General,Nivel General,7.9,85.0,13.35,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00056,Carrera General,Nivel General,9.4,85.0,23.73,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00057,Carrera General,Nivel General,7.2,85.0,22.4,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00057,Carrera General,Nivel General,9.8,85.0,16.12,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00057,Carrera General,Nivel General,5.0,85.0,78.96,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00057,Carrera General,Nivel General,5.1,85.0,88.33,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00057,Carrera General,Nivel General,8.8,85.0,15.06,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00057,Carrera General,Nivel General,6.6,85.0,80.44,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00057,Carrera General,Nivel General,8.4,85.0,26.37,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00057,Carrera General,Nivel General,4.7,85.0,82.45,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00058,Carrera General,Nivel General,4.4,85.0,65.45,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00058,Carrera General,Nivel General,8.0,85.0,24.22,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00058,Carrera General,Nivel General,8.9,85.0,14.97,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00058,Carrera General,Nivel General,8.2,85.0,18.27,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00058,Carrera General,Nivel General,7.5,85.0,23.2,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00058,Carrera General,Nivel General,8.8,85.0,14.73,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00058,Carrera General,Nivel General,4.2,85.0,83.3,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00058,Carrera General,Nivel General,6.8,85.0,67.5,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00059,Carrera General,Nivel General,7.6,85.0,17.84,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00059,Carrera General,Nivel General,8.8,85.0,17.5,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00059,Carrera General,Nivel General,6.8,85.0,68.22,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00059,Carrera General,Nivel General,5.1,85.0,78.46,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00059,Carrera General,Nivel General,7.0,85.0,19.45,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00059,Carrera General,Nivel General,8.0,85.0,21.28,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00059,Carrera General,Nivel General,11.0,85.0,22.68,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00059,Carrera General,Nivel General,4.9,85.0,72.18,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00060,Carrera General,Nivel General,4.7,85.0,68.06,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00060,Carrera General,Nivel General,9.2,85.0,12.67,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00060,Carrera General,Nivel General,7.9,85.0,16.6,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00060,Carrera General,Nivel General,11.0,85.0,9.87,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00060,Carrera General,Nivel General,9.7,85.0,27.74,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00060,Carrera General,Nivel General,7.1,85.0,13.65,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00060,Carrera General,Nivel General,6.6,85.0,66.77,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00060,Carrera General,Nivel General,9.3,85.0,22.72,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00061,Carrera General,Nivel General,5.2,85.0,81.48,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00061,Carrera General,Nivel General,4.7,85.0,87.36,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00061,Carrera General,Nivel General,6.7,85.0,85.07,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00061,Carrera General,Nivel General,11.0,85.0,32.33,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00061,Carrera General,Nivel General,4.7,85.0,60.85,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00061,Carrera General,Nivel General,4.1,85.0,76.38,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00061,Carrera General,Nivel General,8.9,85.0,16.82,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00061,Carrera General,Nivel General,8.1,85.0,26.77,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00062,Carrera General,Nivel General,4.4,85.0,86.25,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00062,Carrera General,Nivel General,8.3,85.0,13.85,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00062,Carrera General,Nivel General,5.5,85.0,91.47,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00062,Carrera General,Nivel General,8.9,85.0,11.28,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00062,Carrera General,Nivel General,6.6,85.0,82.14,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00062,Carrera General,Nivel General,5.1,85.0,84.06,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00062,Carrera General,Nivel General,8.5,85.0,15.63,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00062,Carrera General,Nivel General,8.4,85.0,11.91,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00063,Carrera General,Nivel General,5.7,85.0,71.01,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00063,Carrera General,Nivel General,6.3,85.0,78.98,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00063,Carrera General,Nivel General,7.1,85.0,26.45,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00063,Carrera General,Nivel General,9.0,85.0,20.08,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00063,Carrera General,Nivel General,7.8,85.0,14.44,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00063,Carrera General,Nivel General,8.1,85.0,29.33,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00063,Carrera General,Nivel General,9.7,85.0,13.11,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00063,Carrera General,Nivel General,6.7,85.0,69.06,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00064,Carrera General,Nivel General,6.9,85.0,87.13,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00064,Carrera General,Nivel General,7.7,85.0,19.04,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00064,Carrera General,Nivel General,6.5,85.0,78.4,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00064,Carrera General,Nivel General,8.8,85.0,18.46,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00064,Carrera General,Nivel General,4.3,85.0,84.59,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00064,Carrera General,Nivel General,11.0,85.0,11.73,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00064,Carrera General,Nivel General,5.0,85.0,83.02,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00064,Carrera General,Nivel General,7.4,85.0,6.88,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00065,Carrera General,Nivel General,5.7,85.0,91.16,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00065,Carrera General,Nivel General,8.5,85.0,24.2,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00065,Carrera General,Nivel General,4.2,85.0,93.95,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00065,Carrera General,Nivel General,6.9,85.0,92.83,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00065,Carrera General,Nivel General,4.5,85.0,84.91,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
